Date,Date,Open,High,Low,Close,RFR Close Predictions,Polynomial Close Predictions,Ada Close Predictions
2018-07-24,17736.0,366.940002,367.399994,354.559998,357.320007,358.09138941438107,359.1186605377298,358.29346307180657
2018-07-25,17737.0,357.570007,363.279999,355.649994,362.869995,361.5866165904329,359.6632528015515,360.7848418384845
2018-07-26,17738.0,358.190002,365.540009,356.630005,363.089996,361.1884468585804,361.85019642033075,361.24687003637524
2018-07-27,17739.0,366.850006,367.0,351.649994,355.209991,356.5630037623081,357.29367230660444,357.2376735971769
2018-07-30,17742.0,351.929993,352.029999,334.019989,334.959991,336.80399690738255,340.9575050712333,336.62848195493876
2018-07-31,17743.0,331.51001,342.5,328.0,337.450012,338.07445178307046,337.29112092333213,337.41847166108755
2018-08-01,17744.0,335.869995,344.410004,334.019989,338.380005,339.94751523422286,340.44416985184944,340.14472862435366
2018-08-02,17745.0,337.230011,345.0,334.709991,344.5,342.70496985318124,340.8018325718249,342.34603728094436
2018-08-03,17746.0,347.75,347.859985,338.480011,343.089996,343.68416218937983,341.3148913434854,343.06547260505596
2018-08-06,17749.0,342.869995,351.980011,341.73999,350.920013,350.3779151380129,348.28036012949485,349.9855805661279
2018-08-07,17750.0,353.230011,357.309998,349.01001,351.829987,352.70824306971326,352.7611632363719,353.3101978954538
2018-08-08,17751.0,352.209991,352.290009,346.609985,347.609985,349.1422103558744,347.65556221928136,349.23690337495566
2018-08-09,17752.0,347.959991,352.440002,345.820007,349.359985,348.39303142583253,348.93039198125825,349.3605463846932
2018-08-10,17753.0,346.910004,349.100006,344.420013,345.869995,345.9231440824942,345.7727780904768,346.99518669954176
2018-08-13,17756.0,339.890015,347.190002,339.070007,341.309998,345.20010506205466,343.947359556916,344.30334643205555
2018-08-14,17757.0,342.089996,342.410004,336.25,337.48999,338.359003344365,337.64108591875015,338.68062166925347
2018-08-15,17758.0,334.029999,335.5,321.0,326.399994,326.91160987210935,326.81324123540213,327.0813663883339
2018-08-16,17759.0,329.899994,331.170013,321.209991,322.440002,324.85750444979607,324.7956781183895,324.4770675511007
2018-08-17,17760.0,319.01001,324.369995,312.959991,316.779999,317.3884772352238,318.75984544007815,318.44232217971455
2018-08-20,17763.0,314.640015,331.600006,310.929993,327.730011,320.54870876536506,325.39018900257184,321.34404125125167
2018-08-21,17764.0,331.0,341.5,329.700012,338.019989,337.9912213189706,337.52551760584396,336.8061712318524
2018-08-22,17765.0,338.48999,346.209991,337.410004,344.440002,342.89085302169826,342.7689784615976,342.5036750559399
2018-08-23,17766.0,348.109985,350.079987,337.649994,339.170013,340.41341194938053,342.61740739982156,341.03938967201833
2018-08-24,17767.0,346.0,359.149994,344.540009,358.820007,353.3828217315801,354.6295980756323,353.8825587000562
2018-08-27,17770.0,367.149994,374.48999,360.0,364.579987,364.34502176702455,367.85365249668394,364.8350487569679
2018-08-28,17771.0,367.230011,369.98999,360.380005,368.48999,365.0686391862013,364.23497842838515,366.1211534331428
2018-08-29,17772.0,367.200012,369.859985,362.910004,368.040009,366.6255487661177,365.4592546899048,366.84861629590785
2018-08-30,17773.0,365.0,376.809998,363.540009,370.980011,369.1647227673343,372.4472451169938,369.4344994070572
2018-08-31,17774.0,370.660004,376.0,367.079987,367.679993,370.4654897280208,371.53647457005695,369.72715067698846
2018-09-04,17778.0,366.470001,368.880005,361.26001,363.600006,364.886846266535,364.03994992607653,364.27241280287217
2018-09-05,17779.0,360.0,363.390015,335.829987,341.179993,340.42327002274175,348.50108064827833,340.5150657714822
2018-09-06,17780.0,347.440002,356.0,341.98999,346.459991,348.0458064153872,350.11579247021075,347.9955299116352
2018-09-07,17781.0,342.200012,355.75,341.25,348.679993,350.24430487533306,351.4438069892798,350.6664332455293
2018-09-10,17784.0,352.269989,352.5,343.079987,348.410004,347.53208928816406,345.9647918268177,346.97778350294936
2018-09-11,17785.0,344.670013,356.149994,343.899994,355.929993,353.73433690477236,352.2583790555588,353.74940799073596
2018-09-12,17786.0,359.079987,370.429993,356.23999,369.950012,366.9589274010687,365.4355052377065,367.42508060555247
2018-09-13,17787.0,371.910004,374.089996,366.839996,368.149994,368.9653961797005,369.34394706630815,369.9985414033207
2018-09-14,17788.0,368.549988,371.089996,363.459991,364.559998,366.5220469694744,366.28614831034986,366.37557699808445
2018-09-17,17791.0,364.220001,367.329987,349.570007,350.350006,353.03280501210827,357.4503630315173,352.1973673099662
2018-09-18,17792.0,353.670013,368.149994,351.559998,367.649994,363.0651608037199,363.0573563754765,364.89231388052497
2018-09-19,17793.0,373.950012,377.609985,359.170013,366.959991,366.6109488290612,367.54751246876776,367.42778252466775
2018-09-20,17794.0,370.26001,370.26001,363.170013,365.359985,366.5320445790839,364.80758308709414,366.6058457577337
2018-09-21,17795.0,366.589996,372.220001,360.73999,361.190002,364.7637574055231,366.5354834486869,363.7586279713071
2018-09-24,17798.0,359.0,373.640015,354.329987,369.609985,366.29389820716335,367.16842515603753,367.1464696994218
2018-09-25,17799.0,370.230011,371.339996,364.48999,369.429993,366.93254090062663,366.4177855783469,366.97368936460845
2018-09-26,17800.0,373.589996,382.0,370.880005,377.880005,378.0135101154127,377.49715380676776,377.9023961170674
2018-09-27,17801.0,379.869995,383.200012,376.0,380.709991,378.92577076320526,378.8765697880084,379.08407788749116
2018-09-28,17802.0,379.23999,380.799988,373.730011,374.130005,375.0572589056185,375.90104281980393,376.2940230119209
2018-10-01,17805.0,375.850006,386.109985,375.589996,381.429993,380.7881339232175,382.5887913288582,382.1430190427183
2018-10-02,17806.0,384.380005,386.799988,373.829987,377.140015,378.9138209379054,379.1153081622431,381.1710018090789
2018-10-03,17807.0,378.529999,380.929993,374.880005,377.049988,377.6828975613644,376.87256624723466,377.3725295832386
2018-10-04,17808.0,375.880005,375.920013,360.399994,363.649994,364.2275390177645,366.0588546810519,364.13091499056463
2018-10-05,17809.0,359.769989,363.5,343.0,351.350006,353.3965771558202,352.4266686378379,352.5831235960108
2018-10-08,17812.0,345.179993,352.950012,338.109985,349.100006,345.7125580863135,346.3503404920157,347.1815040951265
2018-10-09,17813.0,348.480011,358.720001,347.089996,355.709991,355.15960258225755,354.68955468830626,354.61760000985896
2018-10-10,17814.0,353.519989,355.149994,325.390015,325.890015,336.6702157635922,338.4878323098788,338.2586905829283
2018-10-11,17815.0,324.940002,334.200012,315.809998,321.100006,322.17975217279826,326.34554360581586,322.79818728040567
2018-10-12,17816.0,339.570007,341.299988,328.899994,339.559998,337.2244635819151,333.79003599439034,337.5747476094233
2018-10-15,17819.0,337.630005,339.209991,326.929993,333.130005,332.8142680765837,331.7136436799879,331.8191687947768
2018-10-16,17820.0,337.23999,347.950012,330.559998,346.399994,344.41330473648986,341.11175895184095,344.09017691082244
2018-10-17,17821.0,378.329987,380.0,356.5,364.700012,367.1874355964899,366.55412634588515,365.6669874740247
2018-10-18,17822.0,360.670013,362.200012,346.049988,346.709991,353.26167105419717,352.5962283780067,353.05345958697495
2018-10-19,17823.0,351.0,355.799988,332.200012,332.670013,336.83467241273445,343.5211678602394,337.1520193269802
2018-10-22,17826.0,333.100006,335.799988,320.339996,329.540009,328.147480018343,327.06241568104457,327.9274945443478
2018-10-23,17827.0,318.0,336.579987,316.769989,333.160004,330.19282006895594,331.4007641483754,332.83629135359325
2018-10-24,17828.0,332.279999,333.0,300.730011,301.829987,306.919361895463,314.75464880455075,303.75772920108966
2018-10-25,17829.0,307.119995,319.940002,305.25,312.869995,315.4285857145812,315.368773705737,314.94205190992164
2018-10-26,17830.0,300.51001,313.98999,292.299988,299.829987,299.9306441062677,306.01867730818793,300.1447966925948
2018-10-29,17833.0,305.26001,307.890015,275.399994,284.839996,285.76253366712706,290.30330429869355,288.17635353012327
2018-10-30,17834.0,275.570007,290.519989,271.209991,285.809998,286.26451039593866,284.4002553664588,286.8562401785104
2018-10-31,17835.0,297.769989,311.5,295.049988,301.779999,301.19305659816285,306.36715890410017,300.69359435670276
2018-11-01,17836.0,304.589996,318.450012,296.670013,317.380005,312.9753400293299,310.5585171218411,316.589900109463
2018-11-02,17837.0,318.0,321.880005,308.329987,309.100006,313.05179983245847,314.6143936102463,311.57863189041854
2018-11-05,17840.0,311.100006,317.529999,303.73999,315.440002,314.17289978302216,311.0883120108566,313.2526762615904
2018-11-06,17841.0,314.76001,320.220001,305.299988,310.839996,311.6498167125834,312.82343871301447,312.0775591403339
2018-11-07,17842.0,312.899994,328.559998,311.0,327.5,323.0782114306483,323.5071515857894,325.91836140052305
2018-11-08,17843.0,328.0,332.049988,316.609985,317.920013,322.2087593622358,323.82963234929645,322.65520180793555
2018-11-09,17844.0,311.070007,312.980011,298.01001,303.470001,303.081704551469,304.2736733081475,304.2516671570141
2018-11-12,17847.0,300.0,302.48999,290.630005,294.070007,293.9272792476206,295.6527070924219,294.8120332812853
2018-11-13,17848.0,295.0,303.549988,289.100006,294.399994,293.7539200655874,297.582234383107,293.65648709001414
2018-11-14,17849.0,300.399994,301.839996,278.299988,286.730011,287.2383076071333,288.51244394981194,288.08322525757177
2018-11-15,17850.0,285.51001,292.5,282.160004,290.059998,287.980113195474,288.13939816001874,288.53434525862184
2018-11-16,17851.0,287.140015,291.720001,281.0,286.209991,285.65880462698595,286.2774598479524,285.7187744089305
2018-11-19,17854.0,283.790009,285.089996,269.149994,270.600006,273.5611340051168,275.73224385725604,272.51835812196464
2018-11-20,17855.0,254.630005,276.339996,250.0,266.980011,264.7950379089018,269.069384439765,264.62422763770536
2018-11-21,17856.0,274.420013,275.339996,261.51001,262.130005,264.1207194237411,266.97365059036895,264.30634949827885
2018-11-23,17858.0,260.109985,265.5,256.839996,258.820007,259.6617156907817,261.5071171149773,260.00705048339523
2018-11-26,17861.0,260.549988,266.25,253.800003,261.429993,261.1059994022849,260.38745774576006,261.09012733494825
2018-11-27,17862.0,259.23999,269.079987,256.140015,266.630005,266.3136751394328,264.47433358105565,264.8703436220779
2018-11-28,17863.0,271.980011,284.0,263.339996,282.649994,278.3111852561745,276.11658207857533,281.70541245646587
2018-11-29,17864.0,282.320007,290.48999,275.5,288.75,285.82516454757354,284.1376817350758,287.1197675266718
2018-11-30,17865.0,288.0,290.809998,283.059998,286.130005,287.3770936526912,286.27243834567935,287.77151463304205
2018-12-03,17868.0,293.190002,298.720001,284.579987,290.299988,290.38316405092075,291.8184949189898,290.7827419052521
