Date,Date,Open,High,Low,Close,RFR Close Predictions,Polynomial Close Predictions,Ada Close Predictions
2018-01-02,17533.0,196.100006,201.649994,195.419998,201.070007,197.6325256649369,199.16908668656154,198.5786139527786
2018-01-03,17534.0,202.050003,206.210007,201.5,205.050003,204.29036048009715,203.99997797136083,204.54817380149717
2018-01-04,17535.0,206.199997,207.050003,204.0,205.630005,204.29036048009715,204.48923313044713,206.59670460347292
2018-01-05,17536.0,207.25,210.020004,205.589996,209.990005,211.18614487050507,207.43472578620305,208.31026724415392
2018-01-08,17539.0,210.020004,212.5,208.440002,212.050003,214.51875231741707,209.99450672878316,212.42853328538703
2018-01-09,17540.0,212.110001,212.979996,208.589996,209.309998,214.51875231741707,209.70904223857616,214.75351662977064
2018-01-10,17541.0,207.570007,213.639999,206.910004,212.520004,214.51875231741707,211.05443184321496,212.63980958126348
2018-01-11,17542.0,214.289993,217.75,213.350006,217.240005,214.51875231741707,215.41181132499557,217.80463525034097
2018-01-12,17543.0,217.179993,222.550003,216.0,221.229996,216.86039120431101,219.77583546236247,220.8067157859998
2018-01-16,17547.0,224.240005,226.070007,217.199997,221.529999,217.82279841303142,220.77215830968453,221.2598558995187
2018-01-17,17548.0,221.0,221.149994,216.320007,217.5,216.86039120431101,217.3610767571227,219.4570835620219
2018-01-18,17549.0,220.339996,220.580002,216.550003,220.330002,216.86039120431101,217.24402445135217,219.4570835620219
2018-01-19,17550.0,222.75,223.490005,218.5,220.460007,218.63986142525346,219.82751836686685,221.7696834334202
2018-01-22,17553.0,222.0,227.789993,221.199997,227.580002,224.88635541703897,225.1342302918368,223.75636530159983
2018-01-23,17554.0,255.050003,257.709991,248.020004,250.289993,253.99954721904936,252.19784134129986,254.220372008967
2018-01-24,17555.0,250.880005,261.709991,249.309998,261.299988,256.2849040678093,257.77148823345505,256.29387272658096
2018-01-25,17556.0,263.0,272.299988,260.230011,269.700012,265.74870440259554,267.9415364370312,266.05398489564294
2018-01-26,17557.0,271.48999,274.600006,268.76001,274.600006,271.4580002835606,271.2176393842408,271.4161671340906
2018-01-29,17560.0,274.200012,286.809998,273.920013,284.589996,282.0146211125053,283.19749564684435,281.56715025201555
2018-01-30,17561.0,277.0,282.730011,272.700012,278.799988,277.42905679809894,278.0964921973927,276.77064052838466
2018-01-31,17562.0,281.940002,282.290009,269.579987,270.299988,275.5839021692954,274.279860888047,274.5465928290006
2018-02-01,17563.0,266.410004,271.950012,263.380005,265.070007,267.7904968532728,268.0408268379383,266.7769061849348
2018-02-02,17564.0,263.0,270.619995,262.709991,267.429993,267.30427824158664,267.8239151570688,267.2866024005514
2018-02-05,17567.0,262.0,267.899994,250.029999,254.259995,260.30789787260187,259.2726241332763,255.80825433149488
2018-02-06,17568.0,247.699997,266.700012,245.0,265.720001,259.0404559026019,260.88706442237174,260.879831603194
2018-02-07,17569.0,266.579987,272.450012,264.329987,264.559998,267.7904968532728,268.89590452974005,267.3494042648049
2018-02-08,17570.0,267.079987,267.619995,250.0,250.100006,259.45087690426857,257.1547135033745,254.57294892611762
2018-02-09,17571.0,253.850006,255.800003,236.110001,249.470001,247.0633448407229,244.80442669329915,251.56123357081265
2018-02-12,17574.0,252.139999,259.149994,249.0,257.950012,255.3907972505077,254.99154777899662,255.99023060494793
2018-02-13,17575.0,257.290009,261.410004,254.699997,258.269989,256.09984578209503,257.98164906964234,256.73733081740704
2018-02-14,17576.0,260.470001,269.880005,260.329987,266.0,265.5584958421789,266.8863426774822,265.11219686643943
2018-02-15,17577.0,270.029999,280.5,267.630005,280.269989,273.48347617074876,276.12971997257745,275.6160357627908
2018-02-16,17578.0,278.730011,281.959991,275.690002,278.519989,278.07941570086035,278.37583201203245,277.22771514747836
2018-02-20,17582.0,277.73999,285.809998,276.609985,278.549988,282.62448596362236,282.4613624449489,281.6145423990107
2018-02-21,17583.0,282.070007,286.640015,280.01001,281.040009,283.6293672333198,283.34660644331274,285.20445420899733
2018-02-22,17584.0,283.880005,284.5,274.450012,278.140015,279.9438320388419,277.97339654624363,274.83303822647514
2018-02-23,17585.0,281.0,286.0,277.809998,285.929993,283.78596669294865,282.0508462703883,283.41694895054263
2018-02-26,17588.0,288.75,295.649994,287.01001,294.160004,291.25849720658016,292.13607635747906,290.7101949608864
2018-02-27,17589.0,294.769989,297.359985,290.589996,290.609985,293.4441141691296,293.23519071342355,294.0591412978736
2018-02-28,17590.0,293.100006,295.75,290.779999,291.380005,293.24991303527884,292.5928961494455,291.9787302229663
2018-03-01,17591.0,292.75,295.25,283.829987,290.390015,289.6660208177592,288.6671391879542,289.96596402059424
2018-03-02,17592.0,284.649994,301.179993,283.230011,301.049988,290.6479959129782,296.3213050269687,293.8543199691729
2018-03-05,17595.0,302.850006,316.910004,297.600006,315.0,311.40571788920226,310.3877172226672,310.9677971408537
2018-03-06,17596.0,319.880005,325.790009,316.5,325.220001,322.19765812891626,321.486223836925,321.2523964333941
2018-03-07,17597.0,320.0,323.73999,314.549988,321.160004,319.7194127705467,318.69703150734995,319.11180247269886
2018-03-08,17598.0,322.200012,322.920013,314.130005,317.0,317.4786626783565,316.97888822220983,318.27341436575927
2018-03-09,17599.0,321.329987,331.440002,320.230011,331.440002,327.3551669648483,327.6594781981303,326.71729840872376
2018-03-12,17602.0,333.559998,333.980011,318.600006,321.299988,324.9552548446244,324.451739676989,324.7529837132594
2018-03-13,17603.0,323.869995,325.839996,313.279999,315.880005,319.4695073198522,318.37884214805007,319.77126115440956
2018-03-14,17604.0,318.160004,323.880005,317.700012,321.549988,321.4204464154761,321.1377962149558,320.5926348955654
2018-03-15,17605.0,323.170013,323.399994,318.140015,321.089996,321.06725579577517,319.12295226930814,320.32323340496515
2018-03-16,17606.0,321.420013,324.109985,318.369995,318.450012,321.4204464154761,320.4838319735411,320.8109719178166
2018-03-19,17609.0,315.799988,317.0,307.339996,313.480011,313.5900480757831,310.797357235843,312.94079364556035
2018-03-20,17610.0,313.26001,319.5,312.799988,317.5,317.3001859059351,316.68952219583747,318.2007571238697
2018-03-21,17611.0,316.350006,319.399994,314.51001,316.480011,316.4609557098709,316.36398909349657,318.335339858411
2018-03-22,17612.0,313.070007,314.119995,305.660004,306.700012,309.2750006446122,308.49784239039593,310.6834413746619
2018-03-23,17613.0,307.410004,309.369995,300.359985,300.940002,303.87012597880965,303.8082509202319,303.8437827089504
2018-03-26,17616.0,309.359985,321.029999,302.0,320.350006,315.79307379583935,313.7641526122325,315.5621348549158
2018-03-27,17617.0,322.48999,322.899994,297.0,300.690002,310.91912557690813,307.89989767694544,308.7240126948576
2018-03-28,17618.0,298.390015,298.799988,281.609985,285.769989,287.6379166550524,288.42246865208597,290.4183806620787
2018-03-29,17619.0,287.0,295.350006,275.899994,295.350006,285.10317594612036,286.718224132391,283.887130657572
2018-04-02,17623.0,291.940002,292.869995,275.049988,280.290009,282.5770479815266,282.3711548840599,279.532488841753
2018-04-03,17624.0,285.450012,291.25,278.01001,283.670013,284.97163362345793,284.93961415504197,286.0325648006983
2018-04-04,17625.0,273.630005,290.309998,271.220001,288.940002,283.16013478984513,284.941538352915,284.4713586661677
2018-04-05,17626.0,293.149994,299.160004,289.109985,293.970001,293.5364578659659,294.57186388822015,294.09966975722574
2018-04-06,17627.0,289.100006,298.850006,285.649994,288.850006,290.3841908667602,293.9901124218962,293.2581172385677
2018-04-09,17630.0,291.769989,299.549988,289.119995,289.929993,293.3968968595557,295.4124255297638,294.12774767522325
2018-04-10,17631.0,297.679993,298.950012,291.690002,298.070007,296.1962627221903,294.0794845205311,295.82033803017936
2018-04-11,17632.0,302.880005,311.640015,301.820007,303.670013,304.7550741844301,308.1468275442521,307.55814712086203
2018-04-12,17633.0,309.720001,311.130005,306.75,309.25,309.410657331439,307.78171513601444,310.06941639982585
2018-04-13,17634.0,317.290009,317.48999,308.230011,311.649994,313.5900480757831,311.12763795949326,313.6273292877315
2018-04-16,17637.0,315.98999,316.100006,304.0,307.779999,310.49262780097513,308.22380687675553,311.87113508653175
2018-04-17,17638.0,329.660004,338.619995,323.769989,336.059998,333.3760993971015,332.4933594025644,333.7987222312569
2018-04-18,17639.0,336.299988,338.820007,331.100006,334.519989,334.6508398969966,334.0541448033333,334.2377430282421
2018-04-19,17640.0,332.880005,335.309998,326.769989,332.700012,330.2684785609042,330.0924043955657,328.6704637695532
2018-04-20,17641.0,332.220001,336.51001,326.0,327.769989,331.2244441547037,330.94248510668547,334.05920528692553
2018-04-23,17644.0,329.149994,331.220001,317.079987,318.690002,323.4099401602815,322.9541554502922,324.46149030336505
2018-04-24,17645.0,319.220001,320.25,302.309998,307.019989,313.17179243902046,309.64679000382375,312.1840302261311
2018-04-25,17646.0,306.369995,309.980011,292.619995,305.76001,299.0080972273841,300.6573914412641,299.13621423505606
2018-04-26,17647.0,310.0,316.630005,305.579987,313.980011,313.2799028801904,311.69685613847116,313.5965675099448
2018-04-27,17648.0,316.25,317.450012,306.5,311.76001,313.5900480757831,310.57166280828466,312.78643807332867
2018-04-30,17651.0,311.070007,317.880005,310.119995,312.459991,315.1879645326935,314.7294336018668,316.1764480153637
